,diagnosis_code,diagnosis_type
2318,384.0, Acute myringitis without mention of otitis media 
2319,384.1, Chronic myringitis without mention of otitis media 
2320,384.2, Perforation of tympanic membrane 
2321,384.8, Other 
2322,384.9, Unspecified 
2323,385,Other disorders of middle ear and mastoid 
2324,385.0, Tympanosclerosis 
2325,385.1, Adhesive middle ear disease 
2326,385.2, Other acquired abnormality of ear ossicles 
2327,385.3, Cholesteatoma of middle ear and mastoid 
2328,385.8, Other 
2329,385.9, Unspecified 
2330,386,Vertiginous syndromes and other disorders of vestibular system 
2331,386.0, Meniere's disease 
2332,386.1, Other and unspecified peripheral vertigo 
2333,386.2, Vertigo of central origin 
2334,386.3, Labyrinthitis 
2335,386.4, Labyrinthine fistula 
2336,386.5, Labyrinthine dysfunction 
2337,386.8, Other disorders of labyrinth 
2338,386.9, Unspecified vertiginous syndromes and labyrinthine disorders 
2339,387,Otosclerosis 
2340,387.0," Otosclerosis involving oval window, nonobliterative "
2341,387.1," Otosclerosis involving oval window, obliterative "
2342,387.2, Cochlear otosclerosis 
2343,387.8, Other 
2344,387.9, Unspecified 
2345,388,Other disorders of ear 
2346,388.0, Degenerative and vascular disorders of ear 
2347,388.1, Noise effects on inner ear 
2348,388.2," Sudden hearing loss, unspecified "
2349,388.3, Tinnitus 
2350,388.4, Other abnormal auditory perception 
2351,388.5, Disorders of acoustic nerve 
2352,388.6, Otorrhea 
2353,388.7, Otalgia 
2354,388.8, Other 
2355,388.9, Unspecified 
2356,389,Deafness 
2357,389.0, Conductive deafness 
2358,389.1, Sensorineural deafness 
2359,389.2, Mixed conductive and sensorineural deafness 
2360,389.7," Deaf mutism, not elsewhere classified "
2361,389.8, Other specified forms of deafness 
2362,389.9, Unspecified deafness 
2364,390,Rheumatic fever without mention of heart involvement 
2365,391,Rheumatic fever with heart involvement 
2366,391.0, Acute rheumatic pericarditis 
2367,391.1, Acute rheumatic endocarditis 
2368,391.2, Acute rheumatic myocarditis 
2369,391.8, Other acute rheumatic heart disease 
2370,391.9," Acute rheumatic heart disease, unspecified "
2371,392,Rheumatic chorea 
2372,392.0, With heart involvement 
2373,392.9, Without mention of heart involvement 
2375,393,Chronic rheumatic pericarditis 
2376,394,Diseases of mitral valve 
2377,394.0, Mitral stenosis 
2378,394.1, Rheumatic mitral insufficiency 
2379,394.2, Mitral stenosis with insufficiency 
2380,394.9, Other and unspecified 
2381,395,Diseases of aortic valve 
2382,395.0, Rheumatic aortic stenosis 
2383,395.1, Rheumatic aortic insufficiency 
2384,395.2, Rheumatic aortic stenosis with insufficiency 
2385,395.9, Other and unspecified 
2386,396,Diseases of mitral and aortic valves 
2387,397,Diseases of other endocardial structures 
2388,397.0, Diseases of tricuspid valve 
2389,397.1, Rheumatic diseases of pulmonary valve 
2390,397.9," Rheumatic diseases of endocardium, valve unspecified "
2391,398,Other rheumatic heart disease 
2392,398.0, Rheumatic myocarditis 
2393,398.9, Other and unspecified 
2395,401,Essential hypertension 
2396,401.0, Specified as malignant 
2397,401.1, Specified as benign 
2398,401.9, Not specified as malignant or benign 
2399,402,Hypertensive heart disease 
2400,402.0, Specified as malignant 
2401,402.1, Specified as benign 
2402,402.9, Not specified as malignant or benign 
2403,403,Hypertensive renal disease 
2404,403.0, Specified as malignant 
2405,403.1, Specified as benign 
2406,403.9, Not specified as malignant or benign 
2407,404,Hypertensive heart and renal disease 
2408,404.0, Specified as malignant 
2409,404.1, Specified as benign 
2410,404.9, Not specified as malignant or benign 
2412,410,Acute myocardial 
2413,411,Other acute and subacute forms of ischemic heart disease 
2414,412,Old myocardial infarction 
2415,413,Angina pectoris 
2416,414,Other forms of chronic ischemic heart disease 
2417,414.0, Coronary atherosclerosis 
2418,414.1, Aneurysm of heart 
2419,414.8, Other 
2420,414.9, Unspecified 
2422,415,Acute pulmonary heart disease 
2423,415.0, Acute cor pulmonale 
2424,415.1, Pulmonary embolism 
2425,416,Chronic pulmonary heart disease 
2426,416.0, Primary pulmonary hypertension 
2427,416.1, Kyphoscoliotic heart disease 
2428,416.8, Other 
2429,416.9," Pulmonary heart disease, unspecified "
2430,417,Other diseases of pulmonary circulation 
2431,417.0, Arteriovenous fistula of pulmonary vessels 
2432,417.1, Aneurysm of pulmonary artery 
2433,417.8, Other 
2434,417.9, Unspecified 
2436,420,Acute pericarditis 
2437,421,Acute and subacute endocarditis 
2438,421.0, Acute and subacute bacterial endocarditis 
2439,421.9," Acute endocarditis, unspecified "
2440,422,Acute myocarditis 
2441,423,Other diseases of pericardium 
2442,423.0, Hemopericardium 
2443,423.1, Adhesive pericarditis 
2444,423.2, Constrictive pericarditis 
2445,423.8, Other 
2446,423.9, Unspecified 
2447,424,Other diseases of endocardium 
2448,424.0, Mitral valve disorders 
2449,424.1, Aortic valve disorders 
2450,424.2," Tricuspid valve disorders, specified as nonrheumatic "
2451,424.3, Pulmonary valve disorders 
2452,424.9," Endocarditis, valve unspecified "
2453,425,Cardiomyopathy 
2454,425.0, Endomyocardial fibrosis 
2455,425.1, Hypertrophic obstructive cardiomyopathy 
2456,425.2, Obscure cardiomyopathy of Africa 
2457,425.3, Endocardial fibroelastosis 
2458,425.4, Other primary cardiomyopathies 
2459,425.5, Alcoholic cardiomyopathy 
2460,425.9," Secondary cardiomyopathy, unspecified "
2461,426,Conduction disorders 
2462,426.0," Atrioventricular block, complete "
2463,426.1," Atrioventricular block, other and unspecified "
2464,426.2, Left bundle branch hemiblock 
2465,426.3, Other left bundle branch block 
2466,426.4, Right bundle branch block 
2467,426.5," Bundle branch block, unspecified "
2468,426.6, Other heart block 
2469,426.7, Anomalous atrioventricular excitation 
2470,426.8, Other 
2471,426.9, Unspecified 
2472,427,Cardiac dysrhythmias 
2473,427.0, Paroxysmal supraventricular tachycardia 
2474,427.1, Paroxysmal ventricular tachycardia 
2475,427.2," Paroxysmal tachycardia, unspecified "
2476,427.3, Atrial fibrillation and flutter 
2477,427.4, Ventricular fibrillation and flutter 
2478,427.5, Cardiac arrest 
2479,427.6, Premature beats 
2480,427.8, Other 
2481,427.9, Unspecified 
2482,428,Heart failure 
2483,428.0, Congestive heart failure 
2484,428.1, Left heart failure 
2485,428.9, Unspecified 
2486,429,Ill-defined descriptions and complications of heart disease 
2487,429.0," Myocarditis, unspecified "
2488,429.1, Myocardial degeneration 
2489,429.2," Cardiovascular disease, unspecified "
2490,429.3, Cardiomegaly 
2491,429.5, Rupture of chordae tendinae 
2492,429.6, Rupture of papillary muscle 
2493,429.8, Other 
2494,429.9, Unspecified 
2496,430,Subarachnoid hemorrhage 
2497,431,Intracerebral hemorrhage 
2498,432,Other and unspecified intracranial hemorrhage 
2499,432.0, Nontraumatic extradural hemorrhage 
2500,432.1, Subdural hemorrhage 
2501,432.9, Unspecified intracranial hemorrhage 
2502,433,Occlusion and stenosis of precerebral arteries 
2503,433.0, Basilar artery 
2504,433.1, Carotid artery 
2505,433.2, Vertebral artery 
2506,433.3, Multiple and bilateral 
2507,433.8, Other 
2508,433.9, Unspecified 
2509,434,Occlusion of cerebral arteries 
2510,434.0, Cerebral thrombosis 
2511,434.1, Cerebral embolism 
2512,434.9, Unspecified 
2513,435,Transient cerebral ischemia 
2514,436,Acute but ill-defined cerebrovascular disease 
2515,437,Other and ill-defined cerebrovascular diseases 
2516,437.0, Cerebral atherosclerosis 
2517,437.1, Other generalized ischemic cerebrovascular disease 
2518,437.2, Hypertensive encephalopathy 
2519,437.3," Cerebral aneurysm, nonruptured "
2520,437.4, Cerebral arteritis 
2521,437.5, Moyamoya disease 
2522,437.6, Nonpyogenic thrombosis of intracranial venous sinus 
2523,437.8, Other 
2524,437.9, Unspecified 
2525,438,Late effects of cerebrovascular diseases 
2527,440,Atherosclerosis 
2528,440.0, Of aorta 
2529,440.1, Of renal artery 
2530,440.2, Of arteries of the extremities 
2531,440.8, Of other specified arteries 
2532,440.9, Generalized and unspecified 
2533,441,Aortic aneurysm 
2534,441.0," Dissecting aneurysm, any part "
2535,441.1," Thoracic aneurysm, ruptured "
2536,441.2, Thoracic aneurysm without mention of rupture 
2537,441.3," Abdominal aneurysm, ruptured "
2538,441.4, Abdominal aneurysm without mention of rupture 
2539,441.5," Aortic aneurysm of unspecified site, ruptured "
2540,441.6, Aortic aneurysm of unspecified site without mention of rupture 
2541,442,Other aneurysm 
2542,442.0, Of artery of upper extremity 
2543,442.1, Of renal artery 
2544,442.2, Of iliac artery 
2545,442.3, Of artery of lower extremity 
2546,442.8, Of other specified artery 
2547,442.9, Of unspecified site 
2548,443,Other peripheral vascular disease 
2549,443.0, Raynaud's syndrome 
2550,443.1, Thromboangiitis obliterans -Buerger's disease 
2551,443.8, Other 
2552,443.9, Unspecified 
2553,444,Arterial embolism and thrombosis 
2554,444.0, Of abdominal aorta 
2555,444.1, Of other aorta 
2556,444.2, Of arteries of the extremities 
2557,444.8, Of other specified artery 
2558,444.9, Of unspecified artery 
2559,446,Polyarteritis nodosa and allied conditions 
2560,446.0, Polyarteritis nodosa 
2561,446.1, Acute febrile mucocutaneous lymphnode syndrome -MCLS 
2562,446.2, Hypersensitivity angiitis 
2563,446.3, Lethal midline granuloma 
2564,446.4, Wegener's granulomatosis 
2565,446.5, Giant cell arteritis 
2566,446.6, Thrombotic microangiopathy 
2567,446.7, Takayasu disease 
2568,447,Other disorders of arteries and arterioles 
2569,447.0," Arteriovenous fistula, acquired "
2570,447.1, Stricture of artery 
2571,447.2, Rupture of artery 
2572,447.3, Hyperplasia of renal artery 
2573,447.4, Celiac artery compression syndrome 
2574,447.5, Necrosis of artery 
2575,447.6," Arteritis, unspecified "
2576,447.8, Other 
2577,447.9, Unspecified 
2578,448,Diseases of capillaries 
2579,448.0, Hereditary hemorrhagic telangiectasia 
2580,448.1," Nevus, non-neoplastic "
2581,448.9, Other and unspecified 
2583,451,Phlebitis and thrombophlebitis 
2584,451.0, Of superficial vessels of lower extremities 
2585,451.1, Of deep vessels of lower extremities 
2586,451.2," Of lower extremities, unspecified "
2587,451.8, Of other sites 
2588,451.9, Of unspecified site 
2589,452,Portal vein thrombosis 
2590,453,Other venous embolism and thrombosis 
2591,453.0, Budd-Chiari syndrome 
2592,453.1, Thrombophlebitis migrans 
2593,453.2, Of vena cava 
2594,453.3, Of renal vein 
2595,453.8, Of other specified veins 
2596,453.9, Of unspecified site 
2597,454,Varicose veins of lower extremities 
2598,454.0, With ulcer 
2599,454.1, With inflammation 
2600,454.2, With ulcer and inflammation 
2601,454.9, Without mention of ulcer or inflammation 
2602,455,Hemorrhoids 
2603,455.0, Internal hemorrhoids without mention of complication 
2604,455.1, Internal thrombosed hemorrhoids 
2605,455.2, Internal hemorrhoids with other complication 
2606,455.3, External hemorrhoids without mention of complication 
2607,455.4, External thrombosed hemorrhoids 
2608,455.5, External hemorrhoids with other complication 
2609,455.6, Unspecified hemorrhoids without mention of complication 
2610,455.7, Unspecified thrombosed hemorrhoids 
2611,455.8, Unspecified hemorrhoids with other complication 
2612,455.9, Residual hemorrhoidal skin tags 
2613,456,Varicose veins of other sites 
2614,456.0, Esophageal varices with bleeding 
2615,456.1, Esophageal varices without mention of bleeding 
2616,456.3, Sublingual varices 
2617,456.4, Scrotal varices 
2618,456.5, Pelvic varices 
2619,456.6, Vulval varices 
2620,456.8, Other 
2621,457,Noninfective disorders of lymphatic channels 
2622,457.1, Other lymphedema 
2623,457.2, Lymphangitis 
2624,457.8, Other noninfective disorders of lymphatic channels 
2625,457.9, Unspecified 
2626,458,Hypotension 
2627,458.0, Orthostatic hypotension 
2628,458.1, Chronic hypotension 
2629,458.9, Unspecified 
2630,459,Other disorders of circulatory system 
2631,459.0," Hemorrhage, unspecified "
2632,459.1, Post-phlebitic syndrome 
2633,459.2, Compression of vein 
2634,459.8, Other 
2635,459.9, Unspecified 
2637,460,Acute nasopharyngitis -common cold 
2638,461,Acute sinusitis 
2639,461.0, Maxillary 
2640,461.1, Frontal 
2641,461.2, Ethmoidal 
2642,461.3, Sphenoidal 
2643,461.8, Other 
2644,461.9, Unspecified 
2645,462,Acute pharyngitis 
2646,463,Acute tonsillitis 
2647,464,Acute laryngitis and tracheitis 
2648,464.0, Acute laryngitis 
2649,464.1, Acute tracheitis 
2650,464.2, Acute laryngotracheitis 
2651,464.3, Acute epiglottitis 
2652,464.4, Croup 
2653,465,Acute upper respiratory infections of multiple or unspecified sites 
2654,465.0, Acute laryngopharyngitis 
2655,465.8, Other multiple sites 
2656,465.9, Unspecified site 
2657,466,Acute bronchitis and bronchiolitis 
2658,466.0, Acute bronchitis 
2659,466.1, Acute bronchiolitis 
2661,470,Deflected nasal septum 
2662,471,Nasal polyps 
2663,471.0, Polyp of nasal cavity 
2664,471.1, Polypoid sinus degeneration 
2665,471.8, Other polyp of sinus 
2666,471.9, Unspecified 
2667,472,Chronic pharyngitis and nasopharyngitis 
2668,472.0, Chronic rhinitis 
2669,472.1, Chronic pharyngitis 
2670,472.2, Chronic nasopharyngitis 
2671,473,Chronic sinusitis 
2672,473.0, Maxillary 
2673,473.1, Frontal 
2674,473.2, Ethmoidal 
2675,473.3, Sphenoidal 
2676,473.8, Other 
2677,473.9, Unspecified 
2678,474,Chronic disease of tonsils and adenoids 
2679,474.0, Chronic tonsillitis 
2680,474.1, Hypertrophy of tonsils and adenoids 
2681,474.2, Adenoid vegetations 
2682,474.8, Other chronic disease of tonsils and adenoids 
2683,474.9, Unspecified 
2684,475,Peritonsillar abscess 
2685,476,Chronic laryngitis and laryngotracheitis 
2686,476.0, Chronic laryngitis 
2687,476.1, Chronic laryngotracheitis 
2688,477,Allergic rhinitis 
2689,477.0, Due to pollen 
2690,477.8, Due to other allergen 
2691,477.9, Cause unspecified 
2692,478,Other diseases of upper respiratory tract 
2693,478.0, Hypertrophy of nasal turbinates 
2694,478.1, Other diseases of nasal cavity and sinuses 
2695,478.2," Other diseases of pharynx, not elsewhere classified "
2696,478.3, Paralysis of vocal cords or larynx 
2697,478.4, Polyp of vocal cord or larynx 
2698,478.5, Other diseases of vocal cords 
2699,478.6, Edema of larynx 
2700,478.7," Other diseases of larynx, not elsewhere classified "
2701,478.8," Upper respiratory tract hypersensitivity reaction, site unspecified "
2702,478.9, Other and unspecified diseases of upper respiratory tract 
2704,480,Viral pneumonia 
2705,480.0, Pneumonia due to adenovirus 
2706,480.1, Pneumonia due to respiratory syncytial virus 
2707,480.2, Pneumonia due to parainfluenza virus 
2708,480.8," Pneumonia due to other virus, not elsewhere classified "
2709,480.9," Viral pneumonia, unspecified "
2710,481,Pneumococcal pneumonia 
2711,482,Other bacterial pneumonia 
2712,482.0, Pneumonia due to Klebsiella pneumoniae 
2713,482.1, Pneumonia due to Pseudomonas 
2714,482.2, Pneumonia due to Hemophilus influenzae -H. influenzae 
2715,482.3, Pneumonia due to Streptococcus 
2716,482.4, Pneumonia due to Staphylococcus 
2717,482.8, Pneumonia due to other specified bacteria 
2718,482.9," Bacterial pneumonia, unspecified "
2719,483,Pneumonia due to other specified organism 
2720,485,"Bronchopneumonia, organism unspecified "
2721,486,"Pneumonia, organism unspecified "
2722,487,Influenza 
2723,487.0, With pneumonia 
2724,487.1, With other respiratory manifestations 
2725,487.8, With other manifestations 
2727,490,"Bronchitis, not specified as acute or chronic "
2728,491,Chronic bronchitis 
2729,491.0, Simple chronic bronchitis 
2730,491.1, Mucopurulent chronic bronchitis 
2731,491.2, Obstructive chronic bronchitis 
2732,491.8, Other chronic bronchitis 
2733,491.9, Unspecified 
2734,492,Emphysema 
2735,493,Asthma 
2736,493.0, Extrinsic asthma 
2737,493.1, Intrinsic asthma 
2738,493.9," Asthma, unspecified "
2739,494,Bronchiectasis 
2740,495,Extrinsic allergic alveolitis 
2741,495.0, Farmers' lung 
2742,495.1, Bagassosis 
2743,495.2, Bird fanciers' lung 
2744,495.3, Suberosis 
2745,495.4, Maltworkers' lung 
